EncouragingDiscouraging,ExpertiseScale,PosterTone,RespectfulDisrespectful,gender,speakerhidden,talkid
Discouraging,No degree,Neutral,Neutral,male,"<br>i think when lifting his arm up <span class=""highlighted"" data-timestamp=""1519781686313"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">he would just knock his shoe onto the other guys shoe</span> who was in on the act alerting him to move his hand up or down",1829
Encouraging,STEM degree,Neutral,Neutral,male,"<br>crazy coincidence at 10:30 -- <span class=""highlighted"" data-timestamp=""1519781709421"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">he talks about</span> the wright brothers first taking flight, and you can hear a plane fly overhead...",1437
Encouraging,None-STEM degree,Neutral,Respectful,male,"<br><span class=""highlighted"" data-timestamp=""1519781727116"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">steward brand's aİm</span>  İs explaİnİng us mİgratİon from squatter cities to big cities. <span class=""highlighted"" data-timestamp=""1519781731222"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">he 's warning about big cities</span> to keep their population and adding most of villages are getting empty.",1981
Encouraging,None-STEM degree,Strongly Positive,Respectful,female,"<br>i could go incredibly deeper within myself by just connecting to the sound that she created. <span class=""highlighted"" data-timestamp=""1519149943582"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">she is perfectly pure in her performance</span>. <span class=""highlighted"" data-timestamp=""1519149945859"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">every sentence she spoke was  music for me</span>. the world seems to have changed after listening to her. it is a magic.",1997
Discouraging,No degree,None,Neutral,female,"i tried to send this ted talk to five friends. your email would not fly. when i tried my own, there was no link. then, i went back to yours and all my email addresses were gone. this is counterproductive to say the least.",234
Discouraging,STEM degree,Negative,Neutral,female,"<br><span class=""highlighted"" data-timestamp=""1519150008663"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">not a very good idea</span>. why? then we will see more crazy people on roads because they now you will avoid them... so they push the gas because he'll know you will get out of the way because you don't want to have an accident with he",689
Encouraging,STEM degree,Neutral,Neutral,female,"<br><span class=""highlighted"" data-timestamp=""1519150040663"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">her problem is primeval and evolutionary</span>.  it is basically whether or not to commit as a human animal and whether or not to breed with the guy she has chosen and depend upon him to support her and their offspring.  that is the real name of ""romantic love.""",127
Encouraging,No degree,Positive,Respectful,female,"<br>in the words of harper lee/atticus finch: ""you never really understand a person until you consider things from his point of view … until you climb into his skin and walk around in it.""  compassion, always.  lovely talk, <span class=""highlighted"" data-timestamp=""1519150060794"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">lovely, brave woman</span>. xxx",234
Encouraging,STEM degree,Positive,Respectful,female,"<br>that's verrry great. this technology is very useful for blind people,light the light for thoes person. <span class=""highlighted"" data-timestamp=""1519150088848"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">i hope you can achieve your goal. best wishes to you</span>",78
Encouraging,STEM degree,Positive,Respectful,female,i can imagine in a few years time seeing what professor hawkins sees in his mind and hearing him give a lecture in real time. wow.,1382
Discouraging,None-STEM degree,Negative,Disrespectful,female,"<br>i think it's safe to say some men don't sleep well either. and yes, men brag about anything (including lack of sleep). <span class=""highlighted"" data-timestamp=""1519150136744"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">i just don't understand why she had to slant nearly her entire presentation towards ""we women""</span>. foul play.  i'm going to bed now.",1285
Discouraging,No degree,None,Neutral,female,"can we *please* reduce the time span of copyrights and patents to a reasonable level?  1...2...maybe 5 years at most.  ...and less if you are not doing anything with your idea, but instead just waiting to sue others who independently discover it and use it.",860
Encouraging,None-STEM degree,Strongly Positive,Respectful,female,"<br><span class=""highlighted"" data-timestamp=""1519150168339"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">she is the one tough women</span>, <span class=""highlighted"" data-timestamp=""1519150175414"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">i remember when she was in chandigarh but she was so strict she was transferred immediately</span>, <span class=""highlighted"" data-timestamp=""1519150180289"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">she sorted out the illigal parking problems of chandigarh</span>, <span class=""highlighted"" data-timestamp=""1519150182990"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">the prison work is her great acheivement</span>, <span class=""highlighted"" data-timestamp=""1519150184525"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">she is a gem of india</span>",1295
Encouraging,STEM degree,Positive,Respectful,female,"<br>what computer can tell and help us,it depends on human's wisdom to support.<span class=""highlighted"" data-timestamp=""1519150207703"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">thank you miss feifeili...we can see your perseverence in your significant career to develope  a better world</span>.",233
Discouraging,None-STEM degree,Negative,Neutral,female,"<br><span class=""highlighted"" data-timestamp=""1519150224599"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">what makes you think that people are vulnerable , whom you interviewed</span>. they may be deceiving you or they are trying to let go of their feelings calling it vulnerable. <span class=""highlighted"" data-timestamp=""1519150235207"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">how can you differentiate vulnerability is powerful apart fro other feelings</span>?",1287
Encouraging,None-STEM degree,Positive,Respectful,female,"<br><span class=""highlighted"" data-timestamp=""1519150333831"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">i thought that was a really interesting talk</span>. however, one problem for some people including myself is that  reaching out to others about your problems can lead to even more stress when they have no empathy.",603
Encouraging,None-STEM degree,Positive,Respectful,female,"as a native english speaker it easy to forget the importance of language, this talk provides a welcome reminder to keep broadening your world view.   i think it also provides a good message that regardless of language, you should always remember your roots.",523
Encouraging,None-STEM degree,Positive,Respectful,female,"<br>toastmaster featured her story for this month issue magazine. <span class=""highlighted"" data-timestamp=""1519150709497"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">she is even present better than some extroverts</span>.",991
Encouraging,STEM degree,Positive,Respectful,female,"in support of her argument about physicians sometimes making irrational choices even though they are experts, check out around the 9:16 minute mark of: http://www.ted.com/talks/dan_ariely_asks_are_we_in_control_of_our_own_decisions.html",1250
Discouraging,STEM degree,Negative,Disrespectful,female,"<br>what the heck is quantum mathematics? also why did she claim they used solutions of the n-dimensional schrodinger equation? seems to me like they're using 3 dimensional solutions.. <span class=""highlighted"" data-timestamp=""1519150772151"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">shouldn't throw random terms at people to make your project seem cool</span>. let it speak for itself.",1665
Encouraging,STEM degree,Positive,Respectful,female,my son has autism and finds reading facial expressions and body language difficult wouldn't it be amazing if he had a computer to prompt him,178
Encouraging,STEM degree,Strongly Positive,Respectful,female,"<br><span class=""highlighted"" data-timestamp=""1519150801255"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">eva is brilliant. she is a scientist, but she thinks like a designer. her thinking is three-dimensional (i.e., non-linear) and unrestricted -- intensely creative</span>. every scientist asks why, but <span class=""highlighted"" data-timestamp=""1519150806687"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">she seeks the unexpected in her answers, and allows her mind to expand enough to find it.</span>",2053
